concept_node_id,doc_freq,updated_at,profile_id
concept_insight_0843d2e6795a,1,"2026-04-08 11:51:34",
concept_insight_2a6dcd0dc51d,1,"2026-04-08 11:51:34",
concept_insight_3bdb367e7fa7,1,"2026-04-08 11:51:34",
concept_insight_4cc10bc4c486,1,"2026-04-08 11:51:34",
concept_insight_6b38b7160609,1,"2026-04-08 11:51:34",
concept_insight_910fab2e698d,1,"2026-04-08 11:51:34",
concept_insight_ac1011b7015f,1,"2026-04-08 11:51:34",
concept_insight_b928cd92c0cb,1,"2026-04-08 11:51:34",
concept_insight_c8619b17662d,1,"2026-04-08 11:51:34",
concept_insight_d3bd3aa487db,1,"2026-04-08 11:51:34",
concept_insight_e98f148d5af2,1,"2026-04-08 11:51:34",
concept_insight_fb3a899cd95e,1,"2026-04-08 11:51:34",
concept_organization_aa48a1e8acbb,1,"2026-04-08 11:51:34",
concept_organization_b460d8591b2a,1,"2026-04-08 11:51:34",
concept_person_20c1b93f7e34,1,"2026-04-08 11:51:34",
concept_person_58f1420c6f50,1,"2026-04-08 11:51:34",
concept_person_e7ff4faf8f1c,1,"2026-04-08 11:51:34",
concept_problem_0bdb66f6296c,1,"2026-04-08 11:51:34",
concept_problem_720012904c40,1,"2026-04-08 11:51:34",
concept_project_131b8499d54c,1,"2026-04-08 11:51:34",
concept_quote_3a62f496d3de,1,"2026-04-08 11:51:34",
concept_quote_7210e75775f7,1,"2026-04-08 11:51:34",
concept_quote_8b46b947177f,1,"2026-04-08 11:51:34",
concept_theme_136ca3275b15,1,"2026-04-08 11:51:34",
concept_theme_5179cfdb24f2,1,"2026-04-08 11:51:34",
concept_theme_64f96da1313e,1,"2026-04-08 11:51:34",
concept_theme_6c67b36cb0c6,1,"2026-04-08 11:51:34",
concept_theme_6fa15ae3215d,1,"2026-04-08 11:51:34",
concept_theme_726f8252ec56,1,"2026-04-08 11:51:34",
concept_theme_76de49f9448c,1,"2026-04-08 11:51:34",
concept_theme_8908232dd38c,1,"2026-04-08 11:51:34",
concept_theme_8f9e6651c54a,1,"2026-04-08 11:51:34",
concept_theme_a1ab6058c490,1,"2026-04-08 11:51:34",
concept_theme_a5f45bb69d3f,1,"2026-04-08 11:51:34",
concept_theme_c96c4aa006fa,1,"2026-04-08 11:51:34",
concept_theme_d421457b3cc7,1,"2026-04-08 11:51:34",
concept_theme_dd5e74e05fc7,1,"2026-04-08 11:51:34",
concept_theme_f66848e1a962,1,"2026-04-08 11:51:34",
concept_theme_f9ec383716a5,1,"2026-04-08 11:51:34",
