node_num,node_id,concept_type,name,tier,created_at,first_seen_batch,last_seen_batch,profile_id
2063,concept_insight_b297b21c0778,Insight,"""When people don't use their brain, it becomes easy for charlatans (e.g., politicians) to brainwash ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2064,concept_insight_88b1b52e8dca,Insight,"""Are we Pavlov's dogs to be tricked like this?""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2065,concept_insight_7a031f02124a,Insight,"""Anti‑intellectualism is high on the list of societal problems.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2066,concept_insight_0a53ef175f33,Insight,"""People primarily view the world through a social lens, caring about community and status more than ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2067,concept_insight_de31ee28a40b,Insight,"""The education system in the US achieved this anti‑intellectual state within a few years.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2068,concept_insight_b17947dfee84,Insight,"""Frustration stems from seeing intelligent peers thrive in scientific/technical fields while the maj",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2069,concept_domain_cae9453bc958,Domain,Biology,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2070,concept_domain_5263cb23e03c,Domain,Medicine,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2071,concept_theme_1c8576ba87ea,Theme,"Witch hunts as gendered violence",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2072,concept_theme_882929a7b1fc,Theme,"Gendered labor shifts (brewing, weaving)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2073,concept_theme_7707baba3f38,Theme,"Reproductive oppression and obstetric abuse",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2074,concept_theme_78ef56b2913d,Theme,"Atypical heart‑attack presentations in women",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2075,concept_theme_84a7efb3cc4b,Theme,"Mitochondrial Eve and matrilineal ancestry",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2076,concept_theme_62d14eaed788,Theme,"Denied pregnancy phenomenon",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2077,concept_theme_844f8ad3dc0e,Theme,"Clitoral growth with age",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2078,concept_theme_efb942ca159c,Theme,"Lack of comprehensive sex education",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2079,concept_event_a5aaead05f60,Event,"Witch hunts (early modern Europe)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2080,concept_person_209e09f17aee,Person,"Mitochondrial Eve",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2081,concept_concept_db0a89df95f2,Concept,"Denied pregnancy",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2082,concept_problem_228069338742,Problem,"Atypical heart‑attack symptoms in women",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2083,concept_example_c350b544c302,Example,"Historical female brewers",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2084,concept_problem_8d73d1f51979,Problem,"Non‑consensual obstetric experiments on women of color",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2085,concept_problem_2e23b0c031cb,Problem,"C‑section complications and long‑term injury",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2086,concept_data_0e01f40cc537,Data,"Clitoral growth with age",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2087,concept_concept_da0ab406c538,Concept,"Feminicide during witch hunts",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2088,concept_concept_bc306f34f942,Concept,"Gender bias in medical research",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2089,concept_problem_ffa08b04465a,Problem,"Maternal mortality disparities (racial)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2090,concept_concept_f3306c002aa1,Concept,"Three‑parent embryos via mitochondrial donation",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2091,concept_concept_b4a3b4f10ec7,Concept,"Psychological impact of severe PMS",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2092,concept_concept_ddbb671a1d33,Concept,"Social stigma surrounding women’s bodies",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2093,concept_insight_f79a2b2de01c,Insight,"""50,000 witches were burnt"" vs ""50,000 women were executed in a massive feminicide that lasted for c",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2094,concept_insight_df41f79ebbde,Insight,"Mitochondrial Eve lived ~155,000 years ago in East Africa and is the most recent common matrilineal ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2095,concept_insight_8eb9c952c4f3,Insight,"Women often present atypical heart‑attack symptoms, leading to missed or delayed treatment compared ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2096,concept_insight_6720c7db8358,Insight,"Denied pregnancy: some women discover they are pregnant only during labor",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2097,concept_insight_f342bba5e9c7,Insight,"The clitoris continues to grow with age",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2098,concept_insight_f2862c90cf5f,Insight,"Historical obstetric procedures were performed on women of color without anesthesia or consent",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2099,concept_insight_2f3af464b666,Insight,"Severe PMS can trigger suicidal thoughts, ravenous appetite, and intense mood swings",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2100,concept_insight_ba25e840c09c,Insight,"Mitochondria were once independent organisms; they are maternally inherited and enable three‑parent ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2101,concept_domain_c5e34dfeae31,Domain,Employment,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2102,concept_domain_56441dbefe7d,Domain,"Language Learning",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2103,concept_domain_d73d97c85da5,Domain,"International Migration",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2104,concept_domain_a97f95cb9036,Domain,"Finance & Business Education",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2105,concept_theme_cde874366311,Theme,"English‑speaking roles in German companies",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2106,concept_theme_93218682a633,Theme,"Consulting and audit opportunities (Big 4)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2107,concept_theme_0b9c40adb718,Theme,"Gig‑economy / delivery services (e.g., Flink)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2108,concept_theme_0323cd1f92f0,Theme,"University career services & alumni networks",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2109,concept_theme_e3c7bbb32f9f,Theme,"Internships as entry point",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2110,concept_theme_cef9a9c9abea,Theme,"Headhunter recruitment",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2111,concept_theme_ed51747319b1,Theme,"Language‑barrier impact on job market",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2112,concept_theme_13ccca9acff4,Theme,"German public‑sector language requirements",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2113,concept_theme_e50b98f2c853,Theme,"Sales/export positions requiring English/Spanish",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2114,concept_theme_8861e0d208d4,Theme,"Post‑office entry‑level jobs (no German needed)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2115,concept_organization_7cc7b8406153,Organization,"Big 4 consulting firms",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2116,concept_organization_96e1936d5f1d,Organization,"Flink delivery service",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2117,concept_concept_74cf9f64233a,Concept,"German banking sector",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2118,concept_concept_374ae172f793,Concept,"Financial behavior degree",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2119,concept_organization_cc6183c7e6ae,Organization,"University career office",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2120,concept_organization_6fbd6e5190d5,Organization,"Headhunter agencies",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2121,concept_organization_813cfe2f8018,Organization,"English‑speaking startups",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2122,concept_project_b95862152ff3,Project,"Internship programs for finance graduates",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2123,concept_concept_5f55fef87c9c,Concept,"German language learning methods",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2124,concept_tool_4b55d9b84dce,Tool,"Google Translate",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2125,concept_organization_b6a4497856e2,Organization,"Deutsche Post (post office)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2126,concept_example_2c80abdc7544,Example,"Sales/export role targeting English/Spanish markets",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2127,concept_tool_95568d7edb44,Tool,"LinkedIn job listings filtered by language",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2128,concept_problem_9726a7d48915,Problem,"German language requirement (problem)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2129,concept_quote_a2986c10a43f,Quote,"Strong CV can offset language gap",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2130,concept_insight_e794810a13ef,Insight,"""Big 4 often have international projects where no German is required and are known to hire non‑Germa",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2131,concept_insight_66536b1e36a7,Insight,"""Flink delivery service hires many South Americans; packers earn ~15€/hr and no German is needed.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2132,concept_insight_05aa6a7b8cdc,Insight,"""Google Translate or gestures can get you through daily life tasks, but it’s tiring and not sustaina",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2133,concept_insight_470030ad4650,Insight,"""Internships can provide German exposure and references, improving chances for permanent positions.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2134,concept_insight_ffa5d5a7b8cd,Insight,"""Post office jobs pay well per hour and require minimal German speaking.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2135,concept_domain_bdad25e4cd05,Domain,"Personal Development",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2136,concept_domain_1847ca18206c,Domain,"Spirituality / Law of Attraction",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2137,concept_domain_bb3345625297,Domain,Neuroscience,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2138,concept_domain_c8b3347b1708,Domain,"Therapy Modalities",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2139,concept_theme_b72038f5164d,Theme,"Intentional vs unconscious manifestation",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2140,concept_theme_fb865f5891ae,Theme,"BTFWA framework (Beliefs, Thoughts, Feelings, Words, Actions)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2141,concept_theme_4c07c6742963,Theme,"Emotional Baseline Reset (EBR) technique",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2142,concept_theme_6e012f9ac3a8,Theme,"Subconscious belief rewriting",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2143,concept_theme_483da91bb614,Theme,"Neuro‑Linguistic Programming (NLP) as a change tool",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2144,concept_theme_4a9f91d1240d,Theme,"Guided meditation for emotional anchoring",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2145,concept_concept_7091d2715a81,Concept,Manifestation,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2146,concept_concept_dc6ee4cdb9aa,Concept,"Subconscious programming",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2147,concept_framework_337240a96f40,Framework,"BTFWA (Beliefs, Thoughts, Feelings, Words, Actions)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2148,concept_tool_d37deb11ab4f,Tool,"Emotional Baseline Reset (EBR) practice",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2149,concept_tool_c1c12d49d1e0,Tool,"Guided meditation for state amplification",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2150,concept_tool_2b77fd0c6864,Tool,"Neuro‑Linguistic Programming (NLP)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2151,concept_tool_f9f6546dfe8a,Tool,"EMDR therapy",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2152,concept_tool_7e4ff8ddf3e5,Tool,"Rewriting beliefs technique",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2153,concept_problem_546dd49ff145,Problem,"Trauma (unresolved)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2154,concept_problem_b762584fbc70,Problem,"C‑PTSD",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2155,concept_person_1b6312ede318,Person,"Richard Bandler",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2156,concept_example_fc8aca7c31c2,Example,"The Structure of Magic (book)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2157,concept_example_c32515ff90e8,Example,"Living the Naked Life (book)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2158,concept_technique_592905ca697c,Technique,"Eye‑movement belief integration",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2159,concept_project_8b776f795fa9,Project,"Emotional Mastery in 30 Days program",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2160,concept_insight_08d14842ffcd,Insight,"""You are always manifesting. You manifested everything you've ever experienced.""",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2161,concept_insight_9a7172f1d8c8,Insight,"""Our manifestation is comprised of the sum total of all of our beliefs, thoughts, feelings, words, a",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2162,concept_insight_75611bbe455c,Insight,"NLP can produce noticeable change in 1‑3 sessions, compared to 8‑16 for EMDR or years for traditiona",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2163,concept_insight_3bfd9524af0f,Insight,"A 2‑minute guided meditation repeated three times daily can reset the emotional baseline within ~30 ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2164,concept_insight_399c32fa40c8,Insight,"Replacing negative self‑talk with new belief statements stops unconscious self‑sabotage.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2165,concept_insight_2abca14dbe74,Insight,"Eye‑movement patterns can tap into neural pathways that store and retrieve beliefs.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2166,concept_insight_04f1c99b727c,Insight,"Clients with severe C‑PTSD showed significant improvement after a single Emotional Mastery session.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2167,concept_insight_8e7d70cde12a,Insight,"Writing intended manifestations transforms unformed thought energy into an initial material state.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2168,concept_domain_a290a714846b,Domain,Musicology,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2169,concept_domain_4f4118e273eb,Domain,"Literary Analysis",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2170,concept_domain_8e9a57c2a700,Domain,"Psychology of Memory & Trauma",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2171,concept_domain_e70a7d890fdc,Domain,"Fan Studies / Community Culture",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2172,concept_domain_aa086e443a06,Domain,"Narrative Storytelling",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2173,concept_theme_41e347bb2550,Theme,"Lyric Imagery and Metaphor",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2174,concept_theme_6db96ab49b6a,Theme,"Personal Narrative in Songwriting",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2175,concept_theme_70047803e06e,Theme,"Interpretive Shifts via Detail",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2176,concept_theme_bb241d8eafcf,Theme,"Biographical vs. Fictional Perspective",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2177,concept_theme_1d264c8c4e5a,Theme,"Emotional Catharsis in Listeners",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2178,concept_theme_f636fcc71916,Theme,"Fan‑Driven Meaning Construction",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2179,concept_theme_0a06229085a2,Theme,"Rhetorical Devices in Pop Lyrics",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2180,concept_theme_64a1a3a8b20f,Theme,"Cultural References in Swift’s Catalog",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2181,concept_quote_f67fed3093d6,Quote,"""Sipping coffee like you were on a late night show"" (from ""..."" )",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2182,concept_concept_300b0ce7f42c,Concept,"""Sweet tea in the summer"" motif",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2183,concept_song_17d9809bed24,Song,"""Cardigan"" – father imagery",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2184,concept_song_10ac02ca8957,Song,"""Marjorie"" – regret and loss lyrics",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2185,concept_quote_7a80ffe63e6a,Quote,"""All Too Well"" – haunted house line",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2186,concept_quote_c50467b63f7b,Quote,"""Mirrorball"" – self‑reflection line",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2187,concept_person_51eb0d09611c,Person,"Taylor Swift (artist)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2188,concept_concept_b1a5296cb659,Concept,"Fan interpretation (Swifties)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2189,concept_character_41fee739f6ee,Character,"Narrative voice of Betty (from ""Cardigan"")",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2190,concept_theme_43c39021bb74,Theme,"Abusive household theme",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2191,concept_quote_0c9db41aba13,Quote,"Social conformity lyric ""I can change everything about me to fit in""",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2192,concept_technique_a5f3b5e80870,Technique,"Rhetorical shift after dark lyric insertion",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2193,concept_insight_abd161db0f89,Insight,"""Sipping coffee like you were on a late night show"" – describes putting on airs, a subtle social cri",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2194,concept_insight_0449e6cdf608,Insight,"The dad‑related line in a song turns a nostalgic ""sweet tea"" refrain into a darker reflection on tra",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2195,concept_insight_5d80e097fd4d,Insight,"""I should've asked you questions..."" from ""Marjorie"" resonates with grief and the wish to preserve m",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2196,concept_insight_92d0dd7ca5aa,Insight,"""Please don’t ever become a stranger whose laugh I could recognize anywhere"" captures the pain of lo",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2197,concept_insight_556fd345936c,Insight,"The repetition of ""sweet tea in the summer"" after a dark verse feels like a desperate cling to lost ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2198,concept_insight_11d4cde9700a,Insight,"Betty’s father line in ""Cardigan"" contradicts Taylor’s real life, highlighting the blend of biograph",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2199,concept_insight_36696f32b8cc,Insight,"""I want you to know I'm a mirror ball, I'll show you every version of yourself tonight"" illustrates ",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2200,concept_insight_01279e5d1617,Insight,"Fans often name pets after songs, showing personal identity intertwining with lyrical impact.",4,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2201,concept_domain_ec0eb439899e,Domain,Technology,1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2202,concept_domain_79be89866d06,Domain,"Business Strategy",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2203,concept_domain_232eb9300d28,Domain,"Artificial Intelligence",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2204,concept_domain_fe3d1148f3ef,Domain,"User Experience Design",1,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2205,concept_theme_7575d727932f,Theme,"Software Quality Decline",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2206,concept_theme_38b944c29632,Theme,"Feature‑First Development",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2207,concept_theme_7df4f3e3d80b,Theme,"AI‑Assisted Coding",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2208,concept_theme_9a858beb1019,Theme,"Corporate Apathy after Market Dominance",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2209,concept_theme_0fbe4e2fda0d,Theme,"WhatsApp Windows App Issues",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2210,concept_theme_3ff32f9f49ec,Theme,"Cloudflare Outages",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2211,concept_theme_cc4cd0302d7e,Theme,"Indian Food‑Delivery Apps Performance (Swiggy, Zomato)",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2212,concept_theme_cf58c74dc5bc,Theme,"Lack of Release Notes",2,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2213,concept_example_40b0b60a19d9,Example,"WhatsApp (Windows client)",3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
2214,concept_organization_cbf85a1b2a0c,Organization,Cloudflare,3,"2026-04-07 12:35:39",groq_batch_13r_outputs.normalized,groq_batch_13r_outputs.normalized,
