source_node_id,target_node_id,method,strength,batch_id,updated_at,profile_id
concept_project_f73071ba917f,concept_concept_d6d3aad7d086,embedding,0.617801,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_f73071ba917f,concept_organization_e2e89d036d4e,embedding,0.614686,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_f73071ba917f,concept_concept_98398f0335f0,embedding,0.610839,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_project_d428c5714bd7,embedding,0.78278,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_project_f73071ba917f,embedding,0.772742,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_project_2cf91f7afc68,embedding,0.744576,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_domain_a290a714846b,embedding,0.615559,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_example_fc8aca7c31c2,embedding,0.610952,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_concept_98398f0335f0,embedding,0.608728,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_concept_d6d3aad7d086,embedding,0.599442,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_5a7680340f1e,concept_organization_e2e89d036d4e,embedding,0.588667,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_project_d428c5714bd7,embedding,0.802143,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_project_f73071ba917f,embedding,0.801781,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_project_5a7680340f1e,embedding,0.744576,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_organization_e2e89d036d4e,embedding,0.590847,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_event_0c8b8d0dc95f,embedding,0.590389,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_project_846f086d0e0c,embedding,0.571809,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_concept_98398f0335f0,embedding,0.566622,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_project_2cf91f7afc68,concept_concept_d6d3aad7d086,embedding,0.556861,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_9861163e8d9e,embedding,0.71435,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_00d56a9ad99d,embedding,0.713212,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_560deabc58ca,embedding,0.706365,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_3f0cb2a18c66,embedding,0.706198,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_51f88cef979a,embedding,0.686623,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_2b3c90ec0ea9,embedding,0.635199,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_event_20b4a47b8b62,embedding,0.623691,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_0c8b8d0dc95f,concept_concept_e52dc1b5fbca,embedding,0.617269,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_3f0cb2a18c66,embedding,0.646843,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_9861163e8d9e,embedding,0.627426,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_0c8b8d0dc95f,embedding,0.623691,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_51f88cef979a,embedding,0.611733,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_00d56a9ad99d,embedding,0.606315,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_cabbaa68cbfe,embedding,0.598156,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_560deabc58ca,embedding,0.587575,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_event_20b4a47b8b62,concept_event_2b3c90ec0ea9,embedding,0.573883,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_person_e44b6c0c3af3,embedding,0.592443,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_person_7694d49afe8d,embedding,0.591692,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_person_209e09f17aee,embedding,0.579751,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_person_8240af5ee220,embedding,0.563444,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_person_da9b195bd690,embedding,0.558022,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_concept_371b6e7c4c93,embedding,0.556722,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_concept_e52dc1b5fbca,embedding,0.556536,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_person_67306b016d0a,concept_concept_98398f0335f0,embedding,0.555259,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:00",
concept_organization_e2e89d036d4e,concept_project_f73071ba917f,embedding,0.614686,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_project_2cf91f7afc68,embedding,0.590847,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_project_5a7680340f1e,embedding,0.588667,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_project_d428c5714bd7,embedding,0.577231,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_organization_cc6183c7e6ae,embedding,0.569214,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_organization_1ed16d4a9679,embedding,0.563994,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_organization_e2e89d036d4e,concept_domain_a290a714846b,embedding,0.556158,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_project_67b77cb8335b,concept_project_f73071ba917f,embedding,0.604148,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_project_67b77cb8335b,concept_project_d428c5714bd7,embedding,0.569728,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_project_67b77cb8335b,concept_project_5a7680340f1e,embedding,0.561648,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_98398f0335f0,embedding,0.653642,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_e52dc1b5fbca,embedding,0.644508,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_theme_a7fecbc80a27,embedding,0.639976,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_1fca78ffffb2,embedding,0.626029,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_organization_813cfe2f8018,embedding,0.625855,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_ddc45b4288a0,embedding,0.621857,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_9faf2c5e903f,embedding,0.618343,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_107a1b377f11,concept_concept_88bb6fcdb482,embedding,0.615356,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_6a1271aaf29b,concept_theme_4f48ec3dc840,embedding,0.803251,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_6a1271aaf29b,concept_domain_8925e91225ed,embedding,0.623183,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_6a1271aaf29b,concept_domain_5326cf49f80e,embedding,0.582672,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_theme_7e9c10cc412b,embedding,0.757933,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_88bb6fcdb482,embedding,0.613637,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_d6d3aad7d086,embedding,0.611011,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_65b51cb5f8d8,embedding,0.595623,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_acef4d9fce7d,embedding,0.586699,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_107a1b377f11,embedding,0.581671,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_2cb228cf1194,embedding,0.573925,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_b37d41b0a351,concept_concept_ddc45b4288a0,embedding,0.570966,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_theme_a13f57c75b49,embedding,0.730402,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_framework_29712ae47db3,embedding,0.686137,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_e52dc1b5fbca,embedding,0.636517,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_53c051279c7e,embedding,0.612752,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_98398f0335f0,embedding,0.609313,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_9faf2c5e903f,embedding,0.60008,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_1fca78ffffb2,embedding,0.59362,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_framework_422f1769eb93,concept_concept_ddc45b4288a0,embedding,0.588899,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_0a53ef175f33,embedding,0.610013,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_08d14842ffcd,embedding,0.602188,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_399c32fa40c8,embedding,0.589738,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_9a7172f1d8c8,embedding,0.583284,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_92d0dd7ca5aa,embedding,0.581866,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_36696f32b8cc,embedding,0.581263,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_b17947dfee84,embedding,0.57836,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_5765b9b1a563,concept_insight_8e7d70cde12a,embedding,0.552167,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_ecf42d44dda0,concept_insight_069b1c17faf8,embedding,0.715922,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_c255bd97a3f2,concept_insight_8e442199e39c,embedding,0.571955,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_c255bd97a3f2,concept_insight_b7e0f0d7c69c,embedding,0.55848,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_c255bd97a3f2,concept_insight_0a53ef175f33,embedding,0.550022,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_069b1c17faf8,concept_insight_ecf42d44dda0,embedding,0.715922,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_069b1c17faf8,concept_insight_eb7ab978da76,embedding,0.609121,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_069b1c17faf8,concept_person_ac4b64acdfab,embedding,0.567182,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_069b1c17faf8,concept_insight_3d2cf9ee6805,embedding,0.550099,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_eb7ab978da76,concept_insight_069b1c17faf8,embedding,0.609121,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_3d2cf9ee6805,concept_insight_069b1c17faf8,embedding,0.550099,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_0a53ef175f33,embedding,0.626885,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_36696f32b8cc,embedding,0.61873,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_ab7e798e2fe8,embedding,0.574727,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_8e442199e39c,embedding,0.568882,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_b17947dfee84,embedding,0.560288,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_339acd0dccdd,concept_insight_92d0dd7ca5aa,embedding,0.558576,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_4317806b9f80,concept_insight_0a53ef175f33,embedding,0.625764,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_insight_4317806b9f80,concept_insight_b17947dfee84,embedding,0.553514,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_1602bd03169f,concept_domain_5326cf49f80e,embedding,0.822722,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_bb3345625297,embedding,0.812587,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_cee803d4cfc3,embedding,0.76042,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_c8b3347b1708,embedding,0.760061,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_86d37f6c96c1,embedding,0.751033,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_fe3d1148f3ef,embedding,0.751013,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_68b5c531a430,embedding,0.736714,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_1602bd03169f,concept_domain_caee2af76561,embedding,0.734612,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_a97f95cb9036,embedding,0.801625,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_ec0eb439899e,embedding,0.792989,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_68b5c531a430,embedding,0.776618,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_56441dbefe7d,embedding,0.748287,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_bdad25e4cd05,embedding,0.741621,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_71392c689382,embedding,0.732692,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_c5e34dfeae31,embedding,0.731133,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_e8f8911d9105,concept_domain_86d37f6c96c1,embedding,0.721681,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_domain_86d37f6c96c1,concept_domain_ec0eb439899e,embedding,0.754954,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_0cb9c36cb6da,embedding,0.754551,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_1602bd03169f,embedding,0.751033,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_fe3d1148f3ef,embedding,0.740376,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_79be89866d06,embedding,0.723176,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_e8f8911d9105,embedding,0.721681,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_5263cb23e03c,embedding,0.718743,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_domain_86d37f6c96c1,concept_domain_cae9453bc958,embedding,0.715122,groq_batch_2r_outputs.normalized,"2026-04-08 11:51:48",
concept_theme_f156a24f6899,concept_problem_62f72052d5e3,embedding,0.747885,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_insight_7a031f02124a,embedding,0.710115,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_9bad5ae05f7a,embedding,0.683708,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_2c6c49c54bbd,embedding,0.681301,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_ef4a5f63202e,embedding,0.650238,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_7252661eddc1,embedding,0.640783,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_9edcea900bda,embedding,0.628729,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_f156a24f6899,concept_theme_01d7c3fc0160,embedding,0.628708,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_framework_4852c58bccb3,embedding,0.757092,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_f156a24f6899,embedding,0.681301,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_01d7c3fc0160,embedding,0.68065,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_ef2718110e9e,embedding,0.64533,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_e4e20b6dd893,embedding,0.633361,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_d1bb3a733135,embedding,0.632412,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_180e409bd4e6,embedding,0.62758,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_2c6c49c54bbd,concept_theme_ef4a5f63202e,embedding,0.625679,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_example_2c2b6b199fd7,embedding,0.599213,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_cc4cd0302d7e,embedding,0.59252,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_1f09b347acb4,embedding,0.582453,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_43c39021bb74,embedding,0.580235,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_180e409bd4e6,embedding,0.570883,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_e4e20b6dd893,embedding,0.570464,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_0b9c40adb718,embedding,0.568235,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_77353817aa33,concept_theme_7575d727932f,embedding,0.566892,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_180e409bd4e6,embedding,0.686779,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_dbf2642a8ec3,embedding,0.672061,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_882929a7b1fc,embedding,0.662383,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_9edcea900bda,embedding,0.65817,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_e4e20b6dd893,embedding,0.656982,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_example_002bbaf681b5,embedding,0.641027,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_e2d0e38cfde1,embedding,0.637112,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_c0edc0bf578f,concept_theme_43c39021bb74,embedding,0.636154,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_ef4a5f63202e,embedding,0.769923,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_ce93101aa057,embedding,0.714698,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_concept_acee6882cb32,embedding,0.702484,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_820db04b004d,embedding,0.697019,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_f156a24f6899,embedding,0.683708,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_fa5840fd8c6b,embedding,0.672474,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_e2d0e38cfde1,embedding,0.661994,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_9bad5ae05f7a,concept_theme_9a858beb1019,embedding,0.661447,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_72d3351703a6,concept_concept_c6249fcaa743,embedding,0.845241,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_72d3351703a6,concept_theme_1d264c8c4e5a,embedding,0.580282,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_72d3351703a6,concept_theme_6e012f9ac3a8,embedding,0.576484,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_72d3351703a6,concept_theme_e4e20b6dd893,embedding,0.571128,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_72d3351703a6,concept_theme_f4d50e998dcc,embedding,0.561427,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_2c6c49c54bbd,embedding,0.68065,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_f156a24f6899,embedding,0.628708,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_6e012f9ac3a8,embedding,0.612924,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_021670d1b86c,embedding,0.603748,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_e4e20b6dd893,embedding,0.603325,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_9edcea900bda,embedding,0.599592,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_bb241d8eafcf,embedding,0.598996,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_01d7c3fc0160,concept_theme_fb865f5891ae,embedding,0.592961,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_e2d0e38cfde1,embedding,0.758797,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_5240b182cb33,embedding,0.710616,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_a9d4963e4af4,embedding,0.700458,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_9edcea900bda,embedding,0.68418,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_b92bec05333d,embedding,0.675156,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_38b944c29632,embedding,0.666735,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_04411e9b5dd0,embedding,0.656517,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_theme_d1bb3a733135,concept_theme_e4e20b6dd893,embedding,0.648743,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_65b51cb5f8d8,concept_concept_d6d3aad7d086,embedding,0.732196,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_65b51cb5f8d8,concept_problem_62f72052d5e3,embedding,0.691094,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_65b51cb5f8d8,concept_concept_dc6ee4cdb9aa,embedding,0.675456,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_65b51cb5f8d8,concept_insight_b17947dfee84,embedding,0.656501,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
concept_concept_65b51cb5f8d8,concept_insight_0a53ef175f33,embedding,0.627525,groq_batch_13r_outputs.normalized,"2026-04-07 12:36:01",
